dteday,season,yr,mnth,holiday,weekday,workingday,casual,registered,cnt
2016-04-20,2,2016,4,0,2,1,1712,9938,11650
2016-04-21,2,2016,4,0,3,1,1738,9709,11447
2016-04-22,2,2016,4,0,4,1,2068,9025,11093
2016-04-23,2,2016,4,0,5,1,3018,5469,8487
2016-04-24,2,2016,4,0,6,0,4816,7132,11948
2016-04-25,2,2016,4,0,0,0,2296,9398,11694
2016-04-26,2,2016,4,0,1,1,1754,9964,11718
2016-04-27,2,2016,4,0,2,1,924,7436,8360
2016-04-28,2,2016,4,0,3,1,353,4842,5195
2016-04-29,2,2016,4,0,4,1,1055,7203,8258
2016-04-30,2,2016,4,0,5,1,2845,5666,8511
2016-05-01,2,2016,5,0,6,0,947,3429,4376
2016-05-02,2,2016,5,0,0,0,1275,6864,8139
2016-05-03,2,2016,5,0,1,1,803,7329,8132
2016-05-04,2,2016,5,0,2,1,1018,8607,9625
2016-05-05,2,2016,5,0,3,1,893,7833,8726
2016-05-06,2,2016,5,0,4,1,169,2933,3102
2016-05-07,2,2016,5,0,5,1,2879,6346,9225
2016-05-08,2,2016,5,0,6,0,4057,6746,10803
2016-05-09,2,2016,5,0,0,0,1022,8142,9164
2016-05-10,2,2016,5,0,1,1,1311,8931,10242
2016-05-11,2,2016,5,0,2,1,620,7049,7669
2016-05-12,2,2016,5,0,3,1,1488,9317,10805
2016-05-13,2,2016,5,0,4,1,1543,8563,10106
2016-05-14,2,2016,5,0,5,1,3362,6027,9389
2016-05-15,2,2016,5,0,6,0,2686,5821,8507
2016-05-16,2,2016,5,0,0,0,2267,9090,11357
2016-05-17,2,2016,5,0,1,1,293,5081,5374
2016-05-18,2,2016,5,0,2,1,1162,9421,10583
2016-05-19,2,2016,5,0,3,1,1940,9780,11720
2016-05-20,2,2016,5,0,4,1,3238,10622,13860
2016-05-21,2,2016,5,0,5,1,1059,3373,4432
2016-05-22,2,2016,5,0,6,0,426,2425,2851
2016-05-23,2,2016,5,0,0,0,1249,6799,8048
2016-05-24,2,2016,5,0,1,1,2397,10838,13235
2016-05-25,2,2016,5,0,2,1,2220,10566,12786
2016-05-26,2,2016,5,0,3,1,1881,10307,12188
2016-05-27,2,2016,5,0,4,1,2767,9372,12139
2016-05-28,2,2016,5,0,5,1,5846,5714,11560
2016-05-29,2,2016,5,0,6,0,4911,4158,9069
2016-05-30,2,2016,5,1,0,0,4229,5701,9930
2016-05-31,2,2016,5,0,1,1,2045,9533,11578
2016-06-01,2,2016,6,0,2,1,1669,10686,12355
2016-06-02,2,2016,6,0,3,1,1671,10695,12366
2016-06-03,2,2016,6,0,4,1,1448,7069,8517
2016-06-04,2,2016,6,0,5,1,4286,7705,11991
2016-06-05,2,2016,6,0,6,0,2851,6527,9378
2016-06-06,2,2016,6,0,0,0,2055,10413,12468
2016-06-07,2,2016,6,0,1,1,2118,11153,13271
2016-06-08,2,2016,6,0,2,1,2097,11489,13586
2016-06-09,2,2016,6,0,3,1,2217,11206,13423
2016-06-10,2,2016,6,0,4,1,2891,10839,13730
2016-06-11,2,2016,6,0,5,1,4328,7665,11993
2016-06-12,2,2016,6,0,6,0,4153,6870,11023
2016-06-13,2,2016,6,0,0,0,2607,10554,13161
2016-06-14,2,2016,6,0,1,1,2409,11540,13949
2016-06-15,2,2016,6,0,2,1,2277,10677,12954
2016-06-16,2,2016,6,0,3,1,1778,9278,11056
2016-06-17,2,2016,6,0,4,1,2826,10464,13290
2016-06-18,2,2016,6,0,5,1,5823,7727,13550
2016-06-19,2,2016,6,0,6,0,4779,7051,11830
2016-06-20,2,2016,6,0,0,0,2818,10094,12912
2016-06-21,3,2016,6,0,1,1,1672,7841,9513
2016-06-22,3,2016,6,0,2,1,2876,11026,13902
2016-06-23,3,2016,6,0,3,1,1598,7837,9435
2016-06-24,3,2016,6,0,4,1,2617,9788,12405
2016-06-25,3,2016,6,0,5,1,5858,7742,13600
2016-06-26,3,2016,6,0,6,0,5274,7082,12356
2016-06-27,3,2016,6,0,0,0,2332,9590,11922
2016-06-28,3,2016,6,0,1,1,1624,9440,11064
2016-06-29,3,2016,6,0,2,1,2464,11314,13778
2016-06-30,3,2016,6,0,3,1,2396,10923,13319
2016-07-01,3,2016,7,0,4,1,3026,9379,12405
2016-07-02,3,2016,7,0,5,1,7360,6712,14072
2016-07-03,3,2016,7,0,6,0,7759,5277,13036
2016-07-04,3,2016,7,1,0,0,3708,3892,7600
2016-07-05,3,2016,7,0,1,1,3107,8863,11970
2016-07-06,3,2016,7,0,2,1,2531,9917,12448
2016-07-07,3,2016,7,0,3,1,2270,9948,12218
2016-07-08,3,2016,7,0,4,1,2309,9272,11581
2016-07-09,3,2016,7,0,5,1,4818,7380,12198
2016-07-10,3,2016,7,0,6,0,4681,7300,11981
2016-07-11,3,2016,7,0,0,0,2751,9959,12710
2016-07-12,3,2016,7,0,1,1,2543,10625,13168
2016-07-13,3,2016,7,0,2,1,2311,10209,12520
2016-07-14,3,2016,7,0,3,1,2433,9653,12086
2016-07-15,3,2016,7,0,4,1,3111,9502,12613
2016-07-16,3,2016,7,0,5,1,7359,6478,13837
2016-07-17,3,2016,7,0,6,0,8629,6897,15526
2016-07-18,3,2016,7,0,0,0,2225,7504,9729
2016-07-19,3,2016,7,0,1,1,2383,9942,12325
2016-07-20,3,2016,7,0,2,1,2569,10731,13300
2016-07-21,3,2016,7,0,3,1,2528,10334,12862
2016-07-22,3,2016,7,0,4,1,3033,9072,12105
2016-07-23,3,2016,7,0,5,1,4167,6094,10261
2016-07-24,3,2016,7,0,6,0,3986,5629,9615
2016-07-25,3,2016,7,0,0,0,2202,8073,10275
2016-07-26,3,2016,7,0,1,1,2107,9043,11150
2016-07-27,3,2016,7,0,2,1,2062,9506,11568
2016-07-28,3,2016,7,0,3,1,1813,7553,9366
2016-07-29,3,2016,7,0,4,1,3061,9090,12151
2016-07-30,3,2016,7,0,5,1,3708,5230,8938
2016-07-31,3,2016,7,0,6,0,4398,6446,10844
2016-08-01,3,2016,8,0,0,0,2713,9238,11951
2016-08-02,3,2016,8,0,1,1,2771,10603,13374
2016-08-03,3,2016,8,0,2,1,2912,10679,13591
2016-08-04,3,2016,8,0,3,1,3157,10398,13555
2016-08-05,3,2016,8,0,4,1,3462,9724,13186
2016-08-06,3,2016,8,0,5,1,4894,6446,11340
2016-08-07,3,2016,8,0,6,0,5122,6840,11962
2016-08-08,3,2016,8,0,0,0,2708,9218,11926
2016-08-09,3,2016,8,0,1,1,2562,9862,12424
2016-08-10,3,2016,8,0,2,1,2392,9866,12258
2016-08-11,3,2016,8,0,3,1,2496,8970,11466
2016-08-12,3,2016,8,0,4,1,2627,8226,10853
2016-08-13,3,2016,8,0,5,1,3400,5317,8717
2016-08-14,3,2016,8,0,6,0,2732,4976,7708
2016-08-15,3,2016,8,0,0,0,1766,7474,9240
2016-08-16,3,2016,8,0,1,1,2059,9257,11316
2016-08-17,3,2016,8,0,2,1,1977,9011,10988
2016-08-18,3,2016,8,0,3,1,2380,9441,11821
2016-08-19,3,2016,8,0,4,1,2669,9246,11915
2016-08-20,3,2016,8,0,5,1,4875,6659,11534
2016-08-21,3,2016,8,0,6,0,2666,4586,7252
2016-08-22,3,2016,8,0,0,0,2664,9685,12349
2016-08-23,3,2016,8,0,1,1,2433,10609,13042
2016-08-24,3,2016,8,0,2,1,2355,10398,12753
2016-08-25,3,2016,8,0,3,1,2427,10097,12524
2016-08-26,3,2016,8,0,4,1,2387,8909,11296
2016-08-27,3,2016,8,0,5,1,4447,6750,11197
2016-08-28,3,2016,8,0,6,0,3900,6628,10528
2016-08-29,3,2016,8,0,0,0,2056,9377,11433
2016-08-30,3,2016,8,0,1,1,1914,10302,12216
2016-08-31,3,2016,8,0,2,1,1553,10060,11613
2016-09-01,3,2016,9,0,3,1,1545,8453,9998
2016-09-02,3,2016,9,0,4,1,3174,9541,12715
2016-09-03,3,2016,9,0,5,1,5404,5623,11027
2016-09-04,3,2016,9,0,6,0,7296,5494,12790
2016-09-05,3,2016,9,1,0,0,4945,6275,11220
2016-09-06,3,2016,9,0,1,1,2086,9666,11752
2016-09-07,3,2016,9,0,2,1,1602,9426,11028
2016-09-08,3,2016,9,0,3,1,1679,9791,11470
2016-09-09,3,2016,9,0,4,1,2026,9389,11415
2016-09-10,3,2016,9,0,5,1,3528,6848,10376
2016-09-11,3,2016,9,0,6,0,4217,7368,11585
2016-09-12,3,2016,9,0,0,0,2284,10027,12311
2016-09-13,3,2016,9,0,1,1,2110,10695,12805
2016-09-14,3,2016,9,0,2,1,1911,10614,12525
2016-09-15,3,2016,9,0,3,1,2232,11041,13273
2016-09-16,3,2016,9,0,4,1,2842,10369,13211
2016-09-17,3,2016,9,0,5,1,5041,7861,12902
2016-09-18,3,2016,9,0,6,0,4253,7094,11347
2016-09-19,3,2016,9,0,0,0,953,7511,8464
2016-09-20,3,2016,9,0,1,1,1926,10704,12630
2016-09-21,3,2016,9,0,2,1,1859,10630,12489
2016-09-22,3,2016,9,0,3,1,2046,10684,12730
2016-09-23,4,2016,9,0,4,1,2987,10355,13342
2016-09-24,4,2016,9,0,5,1,5192,7914,13106
2016-09-25,4,2016,9,0,6,0,4674,7275,11949
2016-09-26,4,2016,9,0,0,0,1844,9608,11452
2016-09-27,4,2016,9,0,1,1,1883,10474,12357
2016-09-28,4,2016,9,0,2,1,946,6781,7727
2016-09-29,4,2016,9,0,3,1,495,5391,5886
2016-09-30,4,2016,9,0,4,1,1216,7310,8526
2016-10-01,4,2016,10,0,5,1,1782,4847,6629
2016-10-02,4,2016,10,0,6,0,3910,6534,10444
2016-10-03,4,2016,10,0,0,0,2445,9856,12301
2016-10-04,4,2016,10,0,1,1,2237,10557,12794
2016-10-05,4,2016,10,0,2,1,1855,10735,12590
2016-10-06,4,2016,10,0,3,1,2178,10184,12362
2016-10-07,4,2016,10,0,4,1,3358,9837,13195
2016-10-08,4,2016,10,0,5,1,1498,3627,5125
2016-10-09,4,2016,10,0,6,0,4004,6022,10026
2016-10-10,4,2016,10,1,0,0,3167,7248,10415
2016-10-11,4,2016,10,0,1,1,1870,9659,11529
2016-10-12,4,2016,10,0,2,1,1919,9878,11797
2016-10-13,4,2016,10,0,3,1,2090,10149,12239
2016-10-14,4,2016,10,0,4,1,2956,9515,12471
2016-10-15,4,2016,10,0,5,1,5442,6877,12319
2016-10-16,4,2016,10,0,6,0,4547,6706,11253
2016-10-17,4,2016,10,0,0,0,2462,9443,11905
2016-10-18,4,2016,10,0,1,1,2192,10794,12986
2016-10-19,4,2016,10,0,2,1,2121,10800,12921
2016-10-20,4,2016,10,0,3,1,2426,10594,13020
2016-10-21,4,2016,10,0,4,1,1905,8680,10585
2016-10-22,4,2016,10,0,5,1,2829,6075,8904
2016-10-23,4,2016,10,0,6,0,3625,5980,9605
2016-10-24,4,2016,10,0,0,0,1724,9076,10800
2016-10-25,4,2016,10,0,1,1,1519,9662,11181
2016-10-26,4,2016,10,0,2,1,1335,9362,10697
2016-10-27,4,2016,10,0,3,1,860,8420,9280
2016-10-28,4,2016,10,0,4,1,1720,8907,10627
2016-10-29,4,2016,10,0,5,1,4623,6992,11615
2016-10-30,4,2016,10,0,6,0,4536,6366,10902
2016-10-31,4,2016,10,0,0,0,1886,8840,10726
2016-11-01,4,2016,11,0,1,1,1488,9881,11369
2016-11-02,4,2016,11,0,2,1,1629,10494,12123
2016-11-03,4,2016,11,0,3,1,1661,10297,11958
2016-11-04,4,2016,11,0,4,1,2398,9582,11980
2016-11-05,4,2016,11,0,5,1,4527,6776,11303
2016-11-06,4,2016,11,0,6,0,3646,6194,9840
2016-11-07,4,2016,11,0,0,0,1452,8703,10155
2016-11-08,4,2016,11,0,1,1,1864,10162,12026
2016-11-09,4,2016,11,0,2,1,946,6453,7399
2016-11-10,4,2016,11,0,3,1,1377,8874,10251
2016-11-11,4,2016,11,1,4,0,2595,7253,9848
2016-11-12,4,2016,11,0,5,1,3192,5135,8327
2016-11-13,4,2016,11,0,6,0,2970,5185,8155
2016-11-14,4,2016,11,0,0,0,1275,7935,9210
2016-11-15,4,2016,11,0,1,1,1201,9194,10395
2016-11-16,4,2016,11,0,2,1,1136,8910,10046
2016-11-17,4,2016,11,0,3,1,1217,9278,10495
2016-11-18,4,2016,11,0,4,1,2059,9194,11253
2016-11-19,4,2016,11,0,5,1,3121,5126,8247
2016-11-20,4,2016,11,0,6,0,727,3099,3826
2016-11-21,4,2016,11,0,0,0,528,6298,6826
2016-11-22,4,2016,11,0,1,1,779,6847,7626
2016-11-23,4,2016,11,0,2,1,1172,5731,6903
2016-11-24,4,2016,11,1,3,0,1566,1762,3328
2016-11-25,4,2016,11,0,4,1,2850,2981,5831
2016-11-26,4,2016,11,0,5,1,2094,2897,4991
2016-11-27,4,2016,11,0,6,0,1216,3651,4867
2016-11-28,4,2016,11,0,0,0,691,7336,8027
2016-11-29,4,2016,11,0,1,1,287,6044,6331
2016-11-30,4,2016,11,0,2,1,349,5821,6170
2016-12-01,4,2016,12,0,3,1,656,8475,9131
2016-12-02,4,2016,12,0,4,1,921,7490,8411
2016-12-03,4,2016,12,0,5,1,1423,4786,6209
2016-12-04,4,2016,12,0,6,0,948,4316,5264
2016-12-05,4,2016,12,0,0,0,704,7506,8210
2016-12-06,4,2016,12,0,1,1,155,3738,3893
2016-12-07,4,2016,12,0,2,1,638,8017,8655
2016-12-08,4,2016,12,0,3,1,537,7456,7993
2016-12-09,4,2016,12,0,4,1,455,5964,6419
2016-12-10,4,2016,12,0,5,1,711,3491,4202
2016-12-11,4,2016,12,0,6,0,585,3230,3815
2016-12-12,4,2016,12,0,0,0,573,6464,7037
2016-12-13,4,2016,12,0,1,1,464,7279,7743
2016-12-14,4,2016,12,0,2,1,486,7124,7610
2016-12-15,4,2016,12,0,3,1,148,4408,4556
2016-12-16,4,2016,12,0,4,1,210,4307,4517
2016-12-17,4,2016,12,0,5,1,233,2086,2319
2016-12-18,4,2016,12,0,6,0,425,2888,3313
2016-12-19,4,2016,12,0,0,0,494,5834,6328
2016-12-20,4,2016,12,0,1,1,384,5722,6106
2016-12-21,1,2016,12,0,2,1,560,6027,6587
2016-12-22,1,2016,12,0,3,1,670,5517,6187
2016-12-23,1,2016,12,0,4,1,523,3686,4209
2016-12-24,1,2016,12,0,5,1,281,1091,1372
2016-12-25,1,2016,12,1,6,0,1240,915,2155
2016-12-26,1,2016,12,1,0,0,818,1543,2361
2016-12-27,1,2016,12,0,1,1,1645,4158,5803
2016-12-28,1,2016,12,0,2,1,1910,4486,6396
2016-12-29,1,2016,12,0,3,1,842,3412,4254
2016-12-30,1,2016,12,0,4,1,832,3615,4447
2016-12-31,1,2016,12,0,5,1,977,2240,3217
2017-01-01,1,2017,1,1,6,0,1580,2483,4063
2017-01-02,1,2017,1,1,0,0,181,1457,1638
2017-01-03,1,2017,1,0,1,1,254,3517,3771
2017-01-04,1,2017,1,0,2,1,748,6437,7185
2017-01-05,1,2017,1,0,3,1,402,5812,6214
2017-01-06,1,2017,1,0,4,1,309,5261,5570
2017-01-07,1,2017,1,0,5,1,131,1678,1809
2017-01-08,1,2017,1,0,6,0,142,1778,1920
2017-01-09,1,2017,1,0,0,0,194,4423,4617
2017-01-10,1,2017,1,0,1,1,244,5362,5606
2017-01-11,1,2017,1,0,2,1,589,6678,7267
2017-01-12,1,2017,1,0,3,1,944,8147,9091
2017-01-13,1,2017,1,0,4,1,899,7132,8031
2017-01-14,1,2017,1,0,5,1,165,1699,1864
2017-01-15,1,2017,1,0,6,0,1436,3912,5348
2017-01-16,1,2017,1,1,0,0,578,3907,4485
2017-01-17,1,2017,1,0,1,1,183,5391,5574
2017-01-18,1,2017,1,0,2,1,535,6810,7345
2017-01-19,1,2017,1,0,3,1,1031,6345,7376
2017-01-20,1,2017,1,0,4,1,1384,4182,5566
2017-01-21,1,2017,1,0,5,1,3412,4745,8157
2017-01-22,1,2017,1,0,6,0,1180,2886,4066
2017-01-23,1,2017,1,0,0,0,118,2787,2905
2017-01-24,1,2017,1,0,1,1,416,6973,7389
2017-01-25,1,2017,1,0,2,1,793,8230,9023
2017-01-26,1,2017,1,0,3,1,463,7585,8048
2017-01-27,1,2017,1,0,4,1,524,6363,6887
2017-01-28,1,2017,1,0,5,1,1336,4219,5555
2017-01-29,1,2017,1,0,6,0,1042,4208,5250
2017-01-30,1,2017,1,0,0,0,194,5226,5420
2017-01-31,1,2017,1,0,1,1,463,7301,7764
2017-02-01,1,2017,2,0,2,1,469,7762,8231
2017-02-02,1,2017,2,0,3,1,439,7210,7649
2017-02-03,1,2017,2,0,4,1,382,6161,6543
2017-02-04,1,2017,2,0,5,1,918,3889,4807
2017-02-05,1,2017,2,0,6,0,1143,4346,5489
2017-02-06,1,2017,2,0,0,0,879,7520,8399
2017-02-07,1,2017,2,0,1,1,963,8833,9796
2017-02-08,1,2017,2,0,2,1,1176,9443,10619
2017-02-09,1,2017,2,0,3,1,219,5150,5369
2017-02-10,1,2017,2,0,4,1,425,5549,5974
2017-02-11,1,2017,2,0,5,1,2045,4776,6821
2017-02-12,1,2017,2,0,6,0,1086,3637,4723
2017-02-13,1,2017,2,0,0,0,409,5955,6364
2017-02-14,1,2017,2,0,1,1,406,7003,7409
2017-02-15,1,2017,2,0,2,1,511,6974,7485
2017-02-16,1,2017,2,0,3,1,339,6088,6427
2017-02-17,1,2017,2,0,4,1,815,6467,7282
2017-02-18,1,2017,2,0,5,1,5531,5195,10726
2017-02-19,1,2017,2,0,6,0,7049,5301,12350
2017-02-20,1,2017,2,1,0,0,4138,5920,10058
2017-02-21,1,2017,2,0,1,1,1239,7576,8815
2017-02-22,1,2017,2,0,2,1,1227,8432,9659
2017-02-23,1,2017,2,0,3,1,2089,9655,11744
2017-02-24,1,2017,2,0,4,1,3365,9594,12959
2017-02-25,1,2017,2,0,5,1,2956,5218,8174
2017-02-26,1,2017,2,0,6,0,1918,4421,6339
2017-02-27,1,2017,2,0,0,0,937,7327,8264
2017-02-28,1,2017,2,0,1,1,949,6879,7828
2017-03-01,1,2017,3,0,2,1,865,8112,8977
2017-03-02,1,2017,3,0,3,1,696,7438,8134
2017-03-03,1,2017,3,0,4,1,641,6100,6741
2017-03-04,1,2017,3,0,5,1,1303,3980,5283
2017-03-05,1,2017,3,0,6,0,1293,3706,4999
2017-03-06,1,2017,3,0,0,0,1262,7321,8583
2017-03-07,1,2017,3,0,1,1,1189,7194,8383
2017-03-08,1,2017,3,0,2,1,2093,8878,10971
2017-03-09,1,2017,3,0,3,1,2625,9781,12406
2017-03-10,1,2017,3,0,4,1,564,5434,5998
2017-03-11,1,2017,3,0,5,1,1191,3925,5116
2017-03-12,1,2017,3,0,6,0,1275,3346,4621
2017-03-13,1,2017,3,0,0,0,849,5621,6470
2017-03-14,1,2017,3,0,1,1,111,1472,1583
2017-03-15,1,2017,3,0,2,1,90,3269,3359
2017-03-16,1,2017,3,0,3,1,381,4798,5179
2017-03-17,1,2017,3,0,4,1,1162,6045,7207
2017-03-18,1,2017,3,0,5,1,3718,4527,8245
2017-03-19,1,2017,3,0,6,0,1930,3759,5689
2017-03-20,1,2017,3,0,0,0,1839,7464,9303
2017-03-21,2,2017,3,0,1,1,1895,8717,10612
2017-03-22,2,2017,3,0,2,1,929,7384,8313
2017-03-23,2,2017,3,0,3,1,1099,7517,8616
2017-03-24,2,2017,3,0,4,1,1843,7243,9086
2017-03-25,2,2017,3,0,5,1,9024,7167,16191
2017-03-26,2,2017,3,0,6,0,2453,4168,6621
2017-03-27,2,2017,3,0,0,0,2805,8562,11367
2017-03-28,2,2017,3,0,1,1,1822,8622,10444
2017-03-29,2,2017,3,0,2,1,2997,9792,12789
2017-03-30,2,2017,3,0,3,1,1819,8505,10324
2017-03-31,2,2017,3,0,4,1,421,3372,3793
2017-04-01,2,2017,4,0,5,1,4509,5812,10321
2017-04-02,2,2017,4,0,6,0,6954,6760,13714
2017-04-03,2,2017,4,0,0,0,2512,8356,10868
2017-04-04,2,2017,4,0,1,1,2921,9745,12666
2017-04-05,2,2017,4,0,2,1,3191,10354,13545
2017-04-06,2,2017,4,0,3,1,583,5770,6353
2017-04-07,2,2017,4,0,4,1,996,6600,7596
2017-04-08,2,2017,4,0,5,1,6217,6291,12508
2017-04-09,2,2017,4,0,6,0,7917,7216,15133
2017-04-10,2,2017,4,0,0,0,4282,9460,13742
2017-04-11,2,2017,4,0,1,1,4858,10513,15371
2017-04-12,2,2017,4,0,2,1,3735,10353,14088
2017-04-13,2,2017,4,0,3,1,4859,10575,15434
2017-04-14,2,2017,4,0,4,1,6530,9508,16038
2017-04-15,2,2017,4,0,5,1,10173,6723,16896
2017-04-16,2,2017,4,0,6,0,7474,5655,13129
2017-04-17,2,2017,4,0,0,0,2633,7645,10278
2017-04-18,2,2017,4,0,1,1,3406,10346,13752
2017-04-19,2,2017,4,0,2,1,2303,9390,11693
2017-04-20,2,2017,4,0,3,1,3306,8967,12273
2017-04-21,2,2017,4,0,4,1,4349,9192,13541
2017-04-22,2,2017,4,0,5,1,1330,3155,4485
2017-04-23,2,2017,4,0,6,0,4902,5842,10744
2017-04-24,2,2017,4,0,0,0,581,5103,5684
2017-04-25,2,2017,4,0,1,1,733,7233,7966
2017-04-26,2,2017,4,0,2,1,1881,10088,11969
2017-04-27,2,2017,4,0,3,1,2990,10797,13787
2017-04-28,2,2017,4,0,4,1,4237,10154,14391
2017-04-29,2,2017,4,0,5,1,7154,7258,14412
2017-04-30,2,2017,4,0,6,0,6724,6889,13613
2017-05-01,2,2017,5,0,0,0,2304,8678,10982
2017-05-02,2,2017,5,0,1,1,2518,10794,13312
2017-05-03,2,2017,5,0,2,1,2482,10449,12931
2017-05-04,2,2017,5,0,3,1,2195,9656,11851
2017-05-05,2,2017,5,0,4,1,1511,5752,7263
2017-05-06,2,2017,5,0,5,1,1769,4073,5842
2017-05-07,2,2017,5,0,6,0,3801,5812,9613
2017-05-08,2,2017,5,0,0,0,2330,9082,11412
2017-05-09,2,2017,5,0,1,1,2266,10103,12369
2017-05-10,2,2017,5,0,2,1,2760,10769,13529
2017-05-11,2,2017,5,0,3,1,320,3327,3647
2017-05-12,2,2017,5,0,4,1,1395,5818,7213
2017-05-13,2,2017,5,0,5,1,2843,5334,8177
2017-05-14,2,2017,5,0,6,0,6161,6705,12866
2017-05-15,2,2017,5,0,0,0,3058,9522,12580
2017-05-16,2,2017,5,0,1,1,2829,10811,13640
2017-05-17,2,2017,5,0,2,1,2480,10299,12779
2017-05-18,2,2017,5,0,3,1,2606,9798,12404
2017-05-19,2,2017,5,0,4,1,3533,9894,13427
2017-05-20,2,2017,5,0,5,1,6994,6801,13795
2017-05-21,2,2017,5,0,6,0,5096,6005,11101
2017-05-22,2,2017,5,0,0,0,2180,6926,9106
2017-05-23,2,2017,5,0,1,1,2080,8442,10522
2017-05-24,2,2017,5,0,2,1,2281,9661,11942
2017-05-25,2,2017,5,0,3,1,1167,5547,6714
2017-05-26,2,2017,5,0,4,1,4224,9367,13591
2017-05-27,2,2017,5,0,5,1,6531,4944,11475
2017-05-28,2,2017,5,0,6,0,6180,4008,10188
2017-05-29,2,2017,5,1,0,0,6971,5960,12931
2017-05-30,2,2017,5,0,1,1,2245,8058,10303
2017-05-31,2,2017,5,0,2,1,2653,9519,12172
2017-06-01,2,2017,6,0,3,1,3066,10589,13655
2017-06-02,2,2017,6,0,4,1,3798,10312,14110
2017-06-03,2,2017,6,0,5,1,6514,7384,13898
2017-06-04,2,2017,6,0,6,0,5808,6826,12634
2017-06-05,2,2017,6,0,0,0,2026,8614,10640
2017-06-06,2,2017,6,0,1,1,3125,11014,14139
2017-06-07,2,2017,6,0,2,1,2223,10339,12562
2017-06-08,2,2017,6,0,3,1,3234,10718,13952
2017-06-09,2,2017,6,0,4,1,4290,10285,14575
2017-06-10,2,2017,6,0,5,1,7360,7317,14677
2017-06-11,2,2017,6,0,6,0,5248,6587,11835
2017-06-12,2,2017,6,0,0,0,2901,9404,12305
2017-06-13,2,2017,6,0,1,1,2636,9898,12534
2017-06-14,2,2017,6,0,2,1,2820,10387,13207
2017-06-15,2,2017,6,0,3,1,3447,10396,13843
2017-06-16,2,2017,6,0,4,1,3285,9180,12465
2017-06-17,2,2017,6,0,5,1,6206,6987,13193
2017-06-18,2,2017,6,0,6,0,5131,6030,11161
2017-06-19,2,2017,6,0,0,0,2298,7125,9423
2017-06-20,2,2017,6,0,1,1,3173,10804,13977
2017-06-21,3,2017,6,0,2,1,2968,11042,14010
2017-06-22,3,2017,6,0,3,1,3127,10372,13499
2017-06-23,3,2017,6,0,4,1,3286,9232,12518
2017-06-24,3,2017,6,0,5,1,6915,7406,14321
2017-06-25,3,2017,6,0,6,0,6402,7219,13621
2017-06-26,3,2017,6,0,0,0,3842,10550,14392
2017-06-27,3,2017,6,0,1,1,3532,11483,15015
2017-06-28,3,2017,6,0,2,1,3416,11477,14893
2017-06-29,3,2017,6,0,3,1,3168,10777,13945
2017-06-30,3,2017,6,0,4,1,3783,9969,13752
2017-07-01,3,2017,7,0,5,1,5698,5711,11409
2017-07-02,3,2017,7,0,6,0,7750,5833,13583
2017-07-03,3,2017,7,0,0,0,7025,8268,15293
2017-07-04,3,2017,7,1,1,0,8612,6791,15403
2017-07-05,3,2017,7,0,2,1,2959,7628,10587
2017-07-06,3,2017,7,0,3,1,1433,5924,7357
2017-07-07,3,2017,7,0,4,1,3979,10002,13981
2017-07-08,3,2017,7,0,5,1,7472,8045,15517
2017-07-09,3,2017,7,0,6,0,7554,7748,15302
2017-07-10,3,2017,7,0,0,0,3153,9766,12919
2017-07-11,3,2017,7,0,1,1,3197,10479,13676
2017-07-12,3,2017,7,0,2,1,3220,10265,13485
2017-07-13,3,2017,7,0,3,1,3013,9646,12659
2017-07-14,3,2017,7,0,4,1,2838,7474,10312
2017-07-15,3,2017,7,0,5,1,7074,7395,14469
2017-07-16,3,2017,7,0,6,0,6446,7138,13584
2017-07-17,3,2017,7,0,0,0,3192,9286,12478
2017-07-18,3,2017,7,0,1,1,3064,9858,12922
2017-07-19,3,2017,7,0,2,1,2761,10405,13166
2017-07-20,3,2017,7,0,3,1,2911,9762,12673
2017-07-21,3,2017,7,0,4,1,3795,9144,12939
2017-07-22,3,2017,7,0,5,1,4570,5458,10028
2017-07-23,3,2017,7,0,6,0,4979,6071,11050
2017-07-24,3,2017,7,0,0,0,3291,9228,12519
2017-07-25,3,2017,7,0,1,1,3790,11184,14974
2017-07-26,3,2017,7,0,2,1,3954,11595,15549
2017-07-27,3,2017,7,0,3,1,3934,10718,14652
2017-07-28,3,2017,7,0,4,1,1129,4597,5726
2017-07-29,3,2017,7,0,5,1,4079,5686,9765
2017-07-30,3,2017,7,0,6,0,7793,7974,15767
2017-07-31,3,2017,7,0,0,0,4096,9840,13936
2017-08-01,3,2017,8,0,1,1,2907,9495,12402
2017-08-02,3,2017,8,0,2,1,3333,10746,14079
2017-08-03,3,2017,8,0,3,1,3125,9671,12796
2017-08-04,3,2017,8,0,4,1,4317,9971,14288
2017-08-05,3,2017,8,0,5,1,8358,7988,16346
2017-08-06,3,2017,8,0,6,0,7173,6986,14159
2017-08-07,3,2017,8,0,0,0,926,4969,5895
2017-08-08,3,2017,8,0,1,1,3888,10854,14742
2017-08-09,3,2017,8,0,2,1,3946,11016,14962
2017-08-10,3,2017,8,0,3,1,4057,10722,14779
2017-08-11,3,2017,8,0,4,1,3383,9006,12389
2017-08-12,3,2017,8,0,5,1,5521,6171,11692
2017-08-13,3,2017,8,0,6,0,6791,7355,14146
2017-08-14,3,2017,8,0,0,0,3720,9460,13180
2017-08-15,3,2017,8,0,1,1,1918,8035,9953
2017-08-16,3,2017,8,0,2,1,3079,10498,13577
2017-08-17,3,2017,8,0,3,1,3094,10207,13301
